Chapter,ChapterTitle,SubChapter,SubChapterTitle,Section,SectionTitle,Subsection,Point,Subpoint,Text,law_name,global_index
VIII,The Execution of Federal Laws and the Federal Administration,0,,85,Execution by the Länder on federal commission,(3),0,0,The Land authorities shall be subject to instructions from the competent highest federal authorities. Such instructions shall be addressed to the highest Land authorities unless the Federal Government considers the matter urgent. Implementation of the instructions shall be ensured by the highest Land authorities.,basic_law,2861
VIII,The Execution of Federal Laws and the Federal Administration,0,,85,Execution by the Länder on federal commission,(4),0,0,Federal oversight shall extend to the legality and appropriateness of execution. For this purpose the Federal Government may require the submission of reports and documents and send commissioners to all authorities.,basic_law,2862
VIII,The Execution of Federal Laws and the Federal Administration,0,,86,Federal administration,0,0,0,"Where the Federation executes laws through its own administrative authorities or through federal corporations or institutions established under public law, the Federal Government shall, insofar as the law in question makes no special stipulation, issue general administrative provisions. The Federal Government shall provide for the establishment of the authorities insofar as the law in question does not otherwise provide.",basic_law,2863
VIII,The Execution of Federal Laws and the Federal Administration,0,,87,Matters,(1),0,0,"The foreign service, the federal financial administration and, in accordance with the provisions of Article 89, the administration of federal waterways and shipping shall be conducted by federal administrative authorities with their own administrative substructures. A federal law may establish Federal Border Police authorities and central offices for police information and communications, for the criminal police and for the compilation of data for purposes of protection of the constitution and of protection against activities within the federal territory which, through the use of force or acts preparatory to the use of force, endanger the external interests of the Federal Republic of Germany.",basic_law,2864
VIII,The Execution of Federal Laws and the Federal Administration,0,,87,Matters,(2),0,0,"Social insurance institutions whose jurisdiction extends beyond the territory of a single Land shall be administered as federal corporations under public law. Social insurance institutions whose jurisdiction extends beyond the territory of a single Land but not beyond that of three Länder shall, notwithstanding the first sentence of this paragraph, be administered as Land corporations under public law, if the Länder concerned have specified which Land shall exercise supervisory authority.",basic_law,2865
VIII,The Execution of Federal Laws and the Federal Administration,0,,87,Matters,(3),0,0,"In addition, autonomous federal higher authorities as well as new federal corporations and institutions under public law may be established by a federal law for matters on which the Federation has legislative power. When the Federation is confronted with new responsibilities with respect to matters on which it has legislative power, federal authorities at intermediate and lower levels may be established, with the consent of the Bundesrat and of a majority of the Members of the Bundestag, in cases of urgent need.",basic_law,2866
VIII,The Execution of Federal Laws and the Federal Administration,0,,87a,Armed Forces,(1),0,0,"The Federation shall establish Armed Forces for purposes of defence. Their numerical strength and general organisational structure must be shown in the budget. (1a) For the purpose of strengthening its ability to honour its alliance obligations and its defence capability, the Federation may establish a special fund with its own credit authorisation for a single amount of up to 100 billion euros. Paragraph (3) of Article 109 and paragraph (2) of Article 115 shall not apply to the credit authorisation. Details shall be regulated by a federal law.",basic_law,2867
VIII,The Execution of Federal Laws and the Federal Administration,0,,87a,Armed Forces,(2),0,0,"Apart from defence, the Armed Forces may be employed only to the extent expressly permitted by this Basic Law.",basic_law,2868
VIII,The Execution of Federal Laws and the Federal Administration,0,,87a,Armed Forces,(3),0,0,"During a state of defence or a state of tension the Armed Forces shall have the power to protect civilian property and to perform traffic control functions to the extent necessary to accomplish their defence mission. Moreover, during a state of defence or a state of tension, the Armed Forces may also be authorised to support police measures for the protection of civilian property; in this event the Armed Forces shall cooperate with the competent authorities.",basic_law,2869
VIII,The Execution of Federal Laws and the Federal Administration,0,,87a,Armed Forces,(4),0,0,"In order to avert an imminent danger to the existence or free democratic basic order of the Federation or of a Land, the Federal Government, if the conditions referred to in paragraph (2) of Article 91 obtain and forces of the police and the Federal Border Police are insufficient, may employ the Armed Forces to support the police and the Federal Border Police in protecting civilian property and in combating organised armed insurgents. Any such employment of the Armed Forces shall be discontinued if the Bundestag or the Bundesrat so demands.",basic_law,2870
VIII,The Execution of Federal Laws and the Federal Administration,0,,87b,Federal Defence Administration,(1),0,0,"The Federal Defence Administration shall be conducted as a federal administrative authority with its own administrative substructure. It shall have jurisdiction for personnel matters and direct responsibility for satisfaction of the procurement needs of the Armed Forces. Responsibilities connected with pensions for injured persons or with construction work may be assigned to the Federal Defence Administration only by a federal law requiring the consent of the Bundesrat. Such consent shall also be required for any laws to the extent that they empower the Federal Defence Administration to interfere with rights of third parties; this requirement, however, shall not apply in the case of laws regarding personnel matters.",basic_law,2871
VIII,The Execution of Federal Laws and the Federal Administration,0,,87b,Federal Defence Administration,(2),0,0,"In addition, federal laws concerning defence, including recruitment for military service and protection of the civilian population, may, with the consent of the Bundesrat, provide that they shall be executed, wholly or in part, either by federal administrative authorities with their own administrative substructures or by the Länder on federal commission. If such laws are executed by the Länder on federal commission, they may, with the consent of the Bundesrat, provide that the powers vested in the Federal Government or in the competent highest federal authorities pursuant to Article 85 be transferred wholly or in part to federal higher authorities; in this event the law may provide that such authorities shall not require the consent of the Bundesrat in issuing general administrative provisions pursuant to the first sentence of paragraph (2) of Article 85.",basic_law,2872
VIII,The Execution of Federal Laws and the Federal Administration,0,,87c,Production and utilisation of nuclear energy,0,0,0,"Laws enacted under item 14 of paragraph (1) of Article 73 may, with the consent of the Bundesrat, provide that they shall be executed by the Länder on federal commission.",basic_law,2873
VIII,The Execution of Federal Laws and the Federal Administration,0,,87d,Air transport administration,(1),0,0,Air transport administration shall be conducted under federal administration. Air traffic control services may also be provided by foreign air traffic control organisations which are authorised in accordance with European Community law.,basic_law,2874
VIII,The Execution of Federal Laws and the Federal Administration,0,,87d,Air transport administration,(2),0,0,"By a federal law requiring the consent of the Bundesrat, responsibilities for air transport administration may be delegated to the Länder acting on federal commission.",basic_law,2875
VIII,The Execution of Federal Laws and the Federal Administration,0,,87e,Rail transport administration,(1),0,0,Rail transport with respect to federal railways shall be administered by federal authorities. Responsibilities for rail transport administration may be delegated by a federal law to the Länder acting in their own right.,basic_law,2876
VIII,The Execution of Federal Laws and the Federal Administration,0,,87e,Rail transport administration,(2),0,0,"The Federation shall discharge rail transport administration responsibilities assigned to it by a federal law, above and beyond those regarding federal railways.",basic_law,2877
VIII,The Execution of Federal Laws and the Federal Administration,0,,87e,Rail transport administration,(3),0,0,"Federal railways shall be operated as enterprises under private law. They shall remain the property of the Federation to the extent that their activities embrace the construction, maintenance and operation of the lines. The transfer of federal shares in these enterprises under the second sentence of this paragraph shall be effected pursuant to a law; the Federation shall retain a majority of the shares. Details shall be regulated by a federal law.",basic_law,2878
VIII,The Execution of Federal Laws and the Federal Administration,0,,87e,Rail transport administration,(4),0,0,"The Federation shall ensure that, in developing and maintaining the federal railway system as well as in offering services over this system, other than local passenger services, due account is taken of the interests and especially the transportation needs of the public. Details shall be regulated by a federal law.",basic_law,2879
VIII,The Execution of Federal Laws and the Federal Administration,0,,87e,Rail transport administration,(5),0,0,"Laws enacted pursuant to paragraphs (1) to (4) of this Article shall require the consent of the Bundesrat. The consent of the Bundesrat shall also be required for laws regarding the dissolution, merger or division of federal railway enterprises, the transfer of federal railway lines to third parties or the abandonment of such lines or affecting local passenger services.",basic_law,2880
VIII,The Execution of Federal Laws and the Federal Administration,0,,87f,Posts and telecommunications,(1),0,0,"In accordance with a federal law requiring the consent of the Bundesrat, the Federation shall ensure the availability of adequate and appropriate postal and telecommunications services throughout the federal territory.",basic_law,2881
VIII,The Execution of Federal Laws and the Federal Administration,0,,87f,Posts and telecommunications,(2),0,0,Services within the meaning of paragraph (1) of this Article shall be provided as a matter of private enterprise by the firms succeeding to the special fund Deutsche Bundespost and by other private providers. Sovereign functions in the area of posts and telecommunications shall be discharged by federal administrative authorities.,basic_law,2882
VIII,The Execution of Federal Laws and the Federal Administration,0,,87f,Posts and telecommunications,(3),0,0,"Notwithstanding the second sentence of paragraph (2) of this Article, the Federation, by means of a federal institution under public law, shall discharge particular responsibilities relating to the firms succeeding to the special fund Deutsche Bundespost as prescribed by a federal law.",basic_law,2883
VIII,The Execution of Federal Laws and the Federal Administration,0,,88,The Federal Bank – The European Central Bank,0,0,0,"The Federation shall establish a note-issuing and currency bank as the Federal Bank. Within the framework of the European Union, its responsibilities and powers may be transferred to the European Central Bank, which is independent and committed to the overriding goal of assuring price stability.",basic_law,2884
VIII,The Execution of Federal Laws and the Federal Administration,0,,89,Federal waterways – Administration of waterways,(1),0,0,The Federation shall be the owner of the former Reich waterways.,basic_law,2885
VIII,The Execution of Federal Laws and the Federal Administration,0,,89,Federal waterways – Administration of waterways,(2),0,0,"The Federation shall administer the federal waterways through its own authorities. It shall exercise those state functions relating to inland shipping which extend beyond the territory of a single Land, and those functions relating to maritime shipping, which are conferred on it by a law. Insofar as federal waterways lie within the territory of a single Land, the Federation on its application may delegate their administration to that Land on federal commission. If a waterway touches the territory of two or more Länder, the Federation may commission that Land which is designated by the affected Länder.",basic_law,2886
VIII,The Execution of Federal Laws and the Federal Administration,0,,89,Federal waterways – Administration of waterways,(3),0,0,"In the administration, development and new construction of waterways, the requirements of land improvement and of water management shall be assured in agreement with the Länder.",basic_law,2887
VIII,The Execution of Federal Laws and the Federal Administration,0,,90,Federal roads and motorways,(1),0,0,The Federation shall remain the owner of the federal motorways and other federal trunk roads. This ownership shall be inalienable.,basic_law,2888
VIII,The Execution of Federal Laws and the Federal Administration,0,,90,Federal roads and motorways,(2),0,0,The administration of the federal motorways shall be a matter for the federal administrative authorities. The Federation may make use of a company under private law to discharge its responsibilities. This company shall be in the inalienable ownership of the Federation. Third parties shall have no direct or indirect holding in the company and its subsidiaries. Third parties shall have no holdings in the framework of public-private partnerships in road networks comprising the entire federal motorway network or the entire network of other federal trunk roads in a Land or significant parts of these networks. Details shall be regulated by a federal law.,basic_law,2889
VIII,The Execution of Federal Laws and the Federal Administration,0,,90,Federal roads and motorways,(3),0,0,"The Länder, or such self-governing corporate bodies as are competent under Land law, shall administer on federal commission the other federal trunk roads.",basic_law,2890
VIII,The Execution of Federal Laws and the Federal Administration,0,,90,Federal roads and motorways,(4),0,0,"At the request of a Land, the Federation may assume administrative responsibility for the other federal trunk roads insofar as they lie within the territory of that Land.",basic_law,2891
VIII,The Execution of Federal Laws and the Federal Administration,0,,91,Internal emergency,(1),0,0,"In order to avert an imminent danger to the existence or free democratic basic order of the Federation or of a Land, a Land may call upon police forces of other Länder, or upon personnel and facilities of other administrative authorities and of the Federal Border Police.",basic_law,2892
VIII,The Execution of Federal Laws and the Federal Administration,0,,91,Internal emergency,(2),0,0,"If the Land where such danger is imminent is not itself willing or able to combat the danger, the Federal Government may place the police in that Land and the police forces of other Länder under its own orders and deploy units of the Federal Border Police. Any such order shall be rescinded once the danger is removed or at any time on the demand of the Bundesrat. If the danger extends beyond the territory of a single Land, the Federal Government, insofar as is necessary to combat such danger, may issue instructions to the Land governments; the first and second sentences of this paragraph shall not be affected by this provision. VIIIa. Joint Tasks",basic_law,2893
VIII,The Execution of Federal Laws and the Federal Administration,0,,91a,Joint tasks – Responsibility for expenditure,(1),0,0,"In the following areas the Federation shall participate in the discharge of responsibilities of the Länder, provided that such responsibilities are important to society as a whole and that federal participation is necessary for the improvement of living conditions (joint tasks):",basic_law,2894
VIII,The Execution of Federal Laws and the Federal Administration,0,,91a,Joint tasks – Responsibility for expenditure,(1),1.0,0,improvement of regional economic structures;,basic_law,2895
VIII,The Execution of Federal Laws and the Federal Administration,0,,91a,Joint tasks – Responsibility for expenditure,(1),2.0,0,improvement of the agrarian structure and of coastal preservation.,basic_law,2896
VIII,The Execution of Federal Laws and the Federal Administration,0,,91a,Joint tasks – Responsibility for expenditure,(2),0,0,Federal laws enacted with the consent of the Bundesrat shall specify the joint tasks as well as the details of coordination.,basic_law,2897
VIII,The Execution of Federal Laws and the Federal Administration,0,,91a,Joint tasks – Responsibility for expenditure,(3),0,0,"In cases to which item 1 of paragraph (1) of this Article applies, the Federation shall finance one half of the expenditure in each Land. In cases to which item 2 of paragraph (1) of this Article applies, the Federation shall finance at least one half of the expenditure, and the proportion shall be the same for all Länder. Details shall be regulated by law. The provision of funds shall be subject to appropriation in the budgets of the Federation and the Länder.",basic_law,2898
VIII,The Execution of Federal Laws and the Federal Administration,0,,91b,Education programmes and promotion of research,(1),0,0,"The Federation and the Länder may cooperate on the basis of agreements in cases of supraregional importance in the promotion of sciences, research and teaching. Agreements primarily affecting institutions of higher education shall require the consent of all the Länder. This provision shall not apply to agreements regarding the construction of research facilities, including large scientific installations.",basic_law,2899
VIII,The Execution of Federal Laws and the Federal Administration,0,,91b,Education programmes and promotion of research,(2),0,0,The Federation and the Länder may mutually agree to cooperate for the assessment of the performance of education systems in international comparison and in drafting relevant reports and recommendations.,basic_law,2900
VIII,The Execution of Federal Laws and the Federal Administration,0,,91b,Education programmes and promotion of research,(3),0,0,The apportionment of costs shall be regulated in the pertinent agreement.,basic_law,2901
VIII,The Execution of Federal Laws and the Federal Administration,0,,91c,Information technology systems,(1),0,0,"The Federation and the Länder may cooperate in planning, constructing and operating information technology systems needed to discharge their responsibilities.",basic_law,2902
VIII,The Execution of Federal Laws and the Federal Administration,0,,91c,Information technology systems,(2),0,0,"The Federation and the Länder may agree to specify the standards and security requirements necessary for exchanges between their information technology systems. Agreements regarding the bases of cooperation under the first sentence may provide, for individual responsibilities determined by their content and scope, that detailed regulations be enacted with the consent of a qualified majority of the Federation and the Länder as laid down in the agreements. They require the consent of the Bundestag and the legislatures of the participating Länder; the right to withdraw from these agreements cannot be precluded. The agreements shall also regulate the sharing of costs.",basic_law,2903
VIII,The Execution of Federal Laws and the Federal Administration,0,,91c,Information technology systems,(3),0,0,The Länder may also agree on the joint operation of information technology systems along with the establishment of installations for that purpose.,basic_law,2904
VIII,The Execution of Federal Laws and the Federal Administration,0,,91c,Information technology systems,(4),0,0,"To link the information networks of the Federation and the Länder, the Federation shall establish a connection network. Details regarding the establishment and the operation of the connection network shall be regulated by a federal law with the consent of the Bundesrat.",basic_law,2905
VIII,The Execution of Federal Laws and the Federal Administration,0,,91c,Information technology systems,(5),0,0,Comprehensive access by means of information technology to the administrative services of the Federation and the Länder shall be regulated by a federal law with the consent of the Bundesrat.,basic_law,2906
VIII,The Execution of Federal Laws and the Federal Administration,0,,91d,Comparison of performance,0,0,0,"With a view to ascertaining and improving the performance of their administrations, the Federation and the Länder may conduct comparative studies and publish the results thereof.",basic_law,2907
VIII,The Execution of Federal Laws and the Federal Administration,0,,91e,Cooperation in respect of basic support for persons seeking employment,(1),0,0,"In the execution of federal laws in the field of basic support for persons seeking employment, the Federation and the Länder or the municipalities and associations of municipalities responsible pursuant to Land law shall cooperate as a rule in joint institutions.",basic_law,2908
VIII,The Execution of Federal Laws and the Federal Administration,0,,91e,Cooperation in respect of basic support for persons seeking employment,(2),0,0,"The Federation may authorise a limited number of municipalities and associations of municipalities, at their request and with the consent of the highest Land authority, to discharge the tasks pursuant to paragraph (1) alone. In this case, the Federation shall bear the necessary expenditures including the administrative expenses for the tasks which are to be discharged by the Federation in the execution of laws pursuant to paragraph (1).",basic_law,2909
VIII,The Execution of Federal Laws and the Federal Administration,0,,91e,Cooperation in respect of basic support for persons seeking employment,(3),0,0,Details shall be regulated by a federal law requiring the consent of the Bundesrat.,basic_law,2910
IX,The Judiciary,0,,92,Court organisation,0,0,0,"The judicial power shall be vested in the judges; it shall be exercised by the Federal Constitutional Court, by the federal courts provided for in this Basic Law and by the courts of the Länder.",basic_law,2911
IX,The Judiciary,0,,93,Composition of the Federal Constitutional Court,(1),0,0,The Federal Constitutional Court shall be a federal court of justice which is autonomous and independent of all other constitutional organs.,basic_law,2912
IX,The Judiciary,0,,93,Composition of the Federal Constitutional Court,(2),0,0,"The Federal Constitutional Court shall consist of federal judges and other members; it shall be divided into two Senates. Eight Justices shall be elected to each Senate, half by the Bundestag and half by the Bundesrat; they may not be members of the Bundestag, of the Bundesrat, of the Federal Government or of any of the corresponding organs of a Land. By means of a federal law within the meaning of paragraph (5), provision may be made for the right of election to be exercised by the other electing organ if, following the end of the term of office or the premature departure from office of a Justice, the election of his or her successor has not taken place within a time limit to be specified.",basic_law,2913
IX,The Judiciary,0,,93,Composition of the Federal Constitutional Court,(3),0,0,"The term of office of members of the Federal Constitutional Court shall be twelve years but shall not extend beyond the end of the month in which they reach the age of sixty-eight. Upon expiry of their term of office, Justices shall continue to carry out their official functions until a successor is appointed. Immediate or subsequent re-election of Justices shall not be possible.",basic_law,2914
IX,The Judiciary,0,,93,Composition of the Federal Constitutional Court,(4),0,0,"The Federal Constitutional Court shall establish its rules of procedure, which shall be adopted by the Plenary.",basic_law,2915
IX,The Judiciary,0,,93,Composition of the Federal Constitutional Court,(5),0,0,A federal law shall regulate the organisation and procedure of the Federal Constitutional Court. The law may require that all other legal remedies be exhausted before a constitutional complaint may be filed and may provide for a separate proceeding to determine whether the complaint will be accepted for decision.,basic_law,2916
IX,The Judiciary,0,,94,Jurisdiction of the Federal Constitutional Court,(1),0,0,The Federal Constitutional Court shall rule:,basic_law,2917
IX,The Judiciary,0,,94,Jurisdiction of the Federal Constitutional Court,(1),1.0,0,on the interpretation of this Basic Law in the event of disputes concerning the extent of the rights and duties of a supreme federal body or of other parties vested with rights of their own by this Basic Law or by the rules of procedure of a supreme federal body;,basic_law,2918
IX,The Judiciary,0,,94,Jurisdiction of the Federal Constitutional Court,(1),2.0,0,"in the event of disagreements or doubts concerning the formal or substantive compatibility of federal law or Land law with this Basic Law or the compatibility of Land law with other federal law on application of the Federal Government, of a Land government or of one fourth of the Members of the Bundestag; 2a.   in the event of disagreements as to whether a law meets the conditions set out in paragraph (2) of Article 72, on application of the Bundesrat or of the government or legislature of a Land;",basic_law,2919
IX,The Judiciary,0,,94,Jurisdiction of the Federal Constitutional Court,(1),3.0,0,"in the event of disagreements concerning the rights and duties of the Federation and the Länder, especially in the execution of federal law by the Länder and in the exercise of federal oversight;",basic_law,2920
IX,The Judiciary,0,,94,Jurisdiction of the Federal Constitutional Court,(1),4.0,0,"on other disputes involving public law between the Federation and the Länder, between different Länder or within a Land, unless there is recourse to another court; 4a.  on constitutional complaints, which may be filed by any person alleging that one of his basic rights or one of his rights under paragraph (4) of Article 20 or under Article 33, 38, 101, 103 or 104 has been infringed by public authority; 4b.  on constitutional complaints filed by municipalities or associations of municipalities on the ground that their right to self-government under Article 28 has been infringed by a law; in the case of infringement by a Land law, however, only if the law cannot be challenged in the constitutional court of the Land; 4c.  on constitutional complaints filed by associations concerning their non-recognition as political parties for an election to the Bundestag;",basic_law,2921
IX,The Judiciary,0,,94,Jurisdiction of the Federal Constitutional Court,(1),5.0,0,in the other instances provided for in this Basic Law.,basic_law,2922
IX,The Judiciary,0,,94,Jurisdiction of the Federal Constitutional Court,(2),0,0,"At the request of the Bundesrat, a Land government or the parliamentary assembly of a Land, the Federal Constitutional Court shall also rule whether, in cases falling under paragraph (4) of Article 72, the need for a regulation by federal law does not exist any longer or whether, in the cases referred to in the first sentence of paragraph (2) of Article 125a, federal law could no longer be enacted. The Court’s determination that the need has ceased to exist or that federal law could no longer be enacted supersedes the enactment of a federal law under paragraph (4) of Article 72 or the second sentence of paragraph (2) of Article 125a. A request under the first sentence is admissible only if a bill falling under paragraph (4) of Article 72 or the second sentence of paragraph (2) of Article 125a has been rejected by the German Bundestag or if it has not been considered and determined upon within one year or if a similar bill has been rejected by the Bundesrat.",basic_law,2923
IX,The Judiciary,0,,94,Jurisdiction of the Federal Constitutional Court,(3),0,0,The Federal Constitutional Court shall also decide on such other cases as are assigned to it by a federal law.,basic_law,2924
IX,The Judiciary,0,,94,Jurisdiction of the Federal Constitutional Court,(4),0,0,"The decisions of the Federal Constitutional Court shall be binding upon the constitutional organs of the Federation and of the Länder, as well as on all courts and those with public authority. A federal law shall specify in which instances its decisions shall have the force of law.",basic_law,2925
IX,The Judiciary,0,,95,Supreme federal courts,(1),0,0,"The Federation shall establish the Federal Court of Justice, the Federal Administrative Court, the Federal Fiscal Court, the Federal Labour Court and the Federal Social Court as supreme courts of ordinary, administrative, financial, labour and social jurisdiction.",basic_law,2926
IX,The Judiciary,0,,95,Supreme federal courts,(2),0,0,The judges of each of these courts shall be chosen jointly by the competent Federal Minister and a committee for the selection of judges consisting of the competent Land ministers and an equal number of members elected by the Bundestag.,basic_law,2927
IX,The Judiciary,0,,95,Supreme federal courts,(3),0,0,A Joint Chamber of the courts specified in paragraph (1) of this Article shall be established to preserve the uniformity of decisions. Details shall be regulated by a federal law.,basic_law,2928
IX,The Judiciary,0,,96,Other federal courts,(1),0,0,The Federation may establish a federal court for matters concerning industrial property rights.,basic_law,2929
IX,The Judiciary,0,,96,Other federal courts,(2),0,0,The Federation may establish federal military criminal courts for the Armed Forces. These courts may exercise criminal jurisdiction only during a state of defence or over members of the Armed Forces serving abroad or on board warships. Details shall be regulated by a federal law. These courts shall be under the aegis of the Federal Minister of Justice. The judges officiating there as their primary occupation shall be persons qualified to hold judicial office.,basic_law,2930
IX,The Judiciary,0,,96,Other federal courts,(3),0,0,The supreme court of review from the courts designated in paragraphs (1) and (2) of this Article shall be the Federal Court of Justice.,basic_law,2931
IX,The Judiciary,0,,96,Other federal courts,(4),0,0,"The Federation may establish federal courts for disciplinary proceedings against, and for proceedings on complaints by, persons in the federal public service.",basic_law,2932
IX,The Judiciary,0,,96,Other federal courts,(5),0,0,"With the consent of the Bundesrat, a federal law may provide that courts of the Länder shall exercise federal jurisdiction over criminal proceedings in the following matters:",basic_law,2933
IX,The Judiciary,0,,96,Other federal courts,(5),1.0,0,genocide;,basic_law,2934
IX,The Judiciary,0,,96,Other federal courts,(5),2.0,0,crimes against humanity under international criminal law;,basic_law,2935
IX,The Judiciary,0,,96,Other federal courts,(5),3.0,0,war crimes;,basic_law,2936
IX,The Judiciary,0,,96,Other federal courts,(5),4.0,0,other acts tending to and undertaken with the intent to disturb the peaceful relations between nations (paragraph (1) of Article 26);,basic_law,2937
IX,The Judiciary,0,,96,Other federal courts,(5),5.0,0,state security.,basic_law,2938
IX,The Judiciary,0,,97,Judicial independence,(1),0,0,Judges shall be independent and subject only to the law.,basic_law,2939
IX,The Judiciary,0,,97,Judicial independence,(2),0,0,"Judges appointed permanently to positions as their primary occupation may be involuntarily dismissed, permanently or temporarily suspended, transferred or retired before the expiry of their term of office only by virtue of judicial decision and only for the reasons and in the manner specified by the laws. The legislature may set age limits for the retirement of judges appointed for life. In the event of changes in the structure of courts or in their districts, judges may be transferred to another court or removed from office, provided they retain their full salary.",basic_law,2940
IX,The Judiciary,0,,98,Legal status of judges – Impeachment,(1),0,0,The legal status of federal judges shall be regulated by a special federal law.,basic_law,2941
IX,The Judiciary,0,,98,Legal status of judges – Impeachment,(2),0,0,"If a federal judge infringes the principles of this Basic Law or the constitutional order of a Land in his official capacity or unofficially, the Federal Constitutional Court, upon application of the Bundestag, may by a two-thirds majority order that the judge be transferred or retired. In the case of an intentional infringement it may order his dismissal.",basic_law,2942
IX,The Judiciary,0,,98,Legal status of judges – Impeachment,(3),0,0,The legal status of the judges in the Länder shall be regulated by special Land laws if item 27 of paragraph (1) of Article 74 does not otherwise provide.,basic_law,2943
IX,The Judiciary,0,,98,Legal status of judges – Impeachment,(4),0,0,The Länder may provide that Land judges shall be chosen jointly by the Land Minister of Justice and a committee for the selection of judges.,basic_law,2944
IX,The Judiciary,0,,98,Legal status of judges – Impeachment,(5),0,0,The Länder may enact provisions regarding Land judges that correspond with those of paragraph (2) of this Article. Existing Land constitutional law shall not be affected. The decision in cases of judicial impeachment shall rest with the Federal Constitutional Court.,basic_law,2945
IX,The Judiciary,0,,99,Constitutional disputes within a Land,0,0,0,A Land law may assign the adjudication of constitutional disputes within a Land to the Federal Constitutional Court and the final decision in matters involving the application of Land law to the supreme courts specified in paragraph (1) of Article 95.,basic_law,2946
IX,The Judiciary,0,,100,Concrete judicial review,(1),0,0,"If a court concludes that a law on whose validity its decision depends is unconstitutional, the proceedings shall be stayed, and a decision shall be obtained from the Land court with jurisdiction over constitutional disputes where the constitution of a Land is held to be violated or from the Federal Constitutional Court where this Basic Law is held to be violated. This provision shall also apply where the Basic Law is held to be violated by Land law and where a Land law is held to be incompatible with a federal law.",basic_law,2947
IX,The Judiciary,0,,100,Concrete judicial review,(2),0,0,"If, in the course of litigation, doubt exists whether a rule of international law is an integral part of federal law and whether it directly creates rights and duties for the individual (Article 25), the court shall obtain a decision from the Federal Constitutional Court.",basic_law,2948
IX,The Judiciary,0,,100,Concrete judicial review,(3),0,0,"If the constitutional court of a Land, in interpreting this Basic Law, proposes to derogate from a decision of the Federal Constitutional Court or of the constitutional court of another Land, it shall obtain a decision from the Federal Constitutional Court.",basic_law,2949
IX,The Judiciary,0,,101,Ban on extraordinary courts,0,0,0,(l) Extraordinary courts shall not be allowed. No one may be removed from the jurisdiction of his lawful judge.,basic_law,2950
IX,The Judiciary,0,,101,Ban on extraordinary courts,(2),0,0,Courts for particular fields of law may be established only by a law.,basic_law,2951
IX,The Judiciary,0,,102,Abolition of capital punishment,0,0,0,Capital punishment is abolished.,basic_law,2952
IX,The Judiciary,0,,103,Fair trial,(1),0,0,In the courts every person shall be entitled to a hearing in accordance with law.,basic_law,2953
IX,The Judiciary,0,,103,Fair trial,(2),0,0,An act may be punished only if it was defined by a law as a criminal offence before the act was committed.,basic_law,2954
IX,The Judiciary,0,,103,Fair trial,(3),0,0,No person may be punished for the same act more than once under the general criminal laws.,basic_law,2955
IX,The Judiciary,0,,104,Deprivation of liberty,(1),0,0,Liberty of the person may be restricted only pursuant to a formal law and only in compliance with the procedures prescribed therein. Persons in custody may not be subjected to mental or physical mistreatment.,basic_law,2956
IX,The Judiciary,0,,104,Deprivation of liberty,(2),0,0,"Only a judge may rule upon the permissibility or continuation of any deprivation of liberty. If such a deprivation is not based on a judicial order, a judicial decision shall be obtained without delay. The police may hold no one in custody on their own authority beyond the end of the day following that of the arrest. Details shall be regulated by a law.",basic_law,2957
IX,The Judiciary,0,,104,Deprivation of liberty,(3),0,0,"Any person provisionally detained on suspicion of having committed a criminal offence shall be brought before a judge no later than the day following that of his arrest; the judge shall inform him of the reasons for the arrest, examine him and give him an opportunity to raise objections. The judge shall, without delay, either issue a written arrest warrant setting forth the reasons therefor or order his release.",basic_law,2958
IX,The Judiciary,0,,104,Deprivation of liberty,(4),0,0,A relative or a person enjoying the confidence of the person in custody shall be notified without delay of any judicial decision imposing or continuing a deprivation of liberty.,basic_law,2959
X,Finance,0,,104a,Apportionment of expenditures – Financial system – Liability,(1),0,0,The Federation and the Länder shall separately finance the expenditures resulting from the discharge of their respective responsibilities insofar as this Basic Law does not otherwise provide.,basic_law,2960
X,Finance,0,,104a,Apportionment of expenditures – Financial system – Liability,(2),0,0,"Where the Länder act on federal commission, the Federation shall finance the resulting expenditures.",basic_law,2961
X,Finance,0,,104a,Apportionment of expenditures – Financial system – Liability,(3),0,0,"Federal laws providing for money grants to be administered by the Länder may provide that the Federation shall pay for such grants wholly or in part. If any such law provides that the Federation shall finance one half or more of the expenditure, it shall be executed by the Länder on federal commission. For the granting of benefits for accommodation and heating in the field of basic support for persons seeking employment, the law shall be executed on federal commission if the Federation finances three quarters or more of the expenditure.",basic_law,2962
X,Finance,0,,104a,Apportionment of expenditures – Financial system – Liability,(4),0,0,"Federal laws that oblige the Länder to provide money grants, benefits in kind or comparable services to third parties and which are executed by the Länder in their own right or according to the second sentence of paragraph (3) on commission of the Federation shall require the consent of the Bundesrat if the expenditure resulting therefrom is to be borne by the Länder.",basic_law,2963
X,Finance,0,,104a,Apportionment of expenditures – Financial system – Liability,(5),0,0,The Federation and the Länder shall finance the administrative expenditures incurred by their respective authorities and shall be responsible to one another for ensuring proper administration. Details shall be regulated by a federal law requiring the consent of the Bundesrat.,basic_law,2964
